method_name,epoch,step,batch_sample_ids,augmentation_ids,gradient_norm_before_clip,continuous_alignment_weight,physical_consistency_weight,causal_direction_weight,term_name,weight,status,count,raw_loss,weighted_loss,reason
physiology_only,1,1,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005'],['eea17df4d6cdbc9879557a5f725d292ce25bd415605721bd6ea58db6d6d1e444'],0.3414483964443207,0.0,0.0,0.0,masked_reconstruction,1.0,active,60939,1.2425477504730225,1.2425477504730225,
physiology_only,1,1,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005'],['eea17df4d6cdbc9879557a5f725d292ce25bd415605721bd6ea58db6d6d1e444'],0.3414483964443207,0.0,0.0,0.0,short_horizon_prediction,0.5,active,91690,2.1926474571228027,1.0963237285614014,
physiology_only,1,1,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0005'],['eea17df4d6cdbc9879557a5f725d292ce25bd415605721bd6ea58db6d6d1e444'],0.3414483964443207,0.0,0.0,0.0,lag_discrimination,0.2,active,2,0.7093065977096558,0.14186131954193115,
physiology_only,1,2,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006'],['109cb29ec2bd3c6afd412184cea8b9ca66b380db4649931d96c7b8c250e1a9a2'],0.2714917063713074,0.0,0.0,0.0,masked_reconstruction,1.0,active,65597,1.3541256189346313,1.3541256189346313,
physiology_only,1,2,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006'],['109cb29ec2bd3c6afd412184cea8b9ca66b380db4649931d96c7b8c250e1a9a2'],0.2714917063713074,0.0,0.0,0.0,short_horizon_prediction,0.5,active,90517,2.2712795734405518,1.1356397867202759,
physiology_only,1,2,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0006'],['109cb29ec2bd3c6afd412184cea8b9ca66b380db4649931d96c7b8c250e1a9a2'],0.2714917063713074,0.0,0.0,0.0,lag_discrimination,0.2,active,2,0.6997100710868835,0.1399420201778412,
physiology_only,1,3,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007'],['54b13ea6f14babf2ce2257ba2c79d4c7ef9cf017fc0ec42085f1618d6d68b6a0'],0.25089406967163086,0.0,0.0,0.0,masked_reconstruction,1.0,active,59824,1.723738670349121,1.723738670349121,
physiology_only,1,3,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007'],['54b13ea6f14babf2ce2257ba2c79d4c7ef9cf017fc0ec42085f1618d6d68b6a0'],0.25089406967163086,0.0,0.0,0.0,short_horizon_prediction,0.5,active,78958,2.6288256645202637,1.3144128322601318,
physiology_only,1,3,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0007'],['54b13ea6f14babf2ce2257ba2c79d4c7ef9cf017fc0ec42085f1618d6d68b6a0'],0.25089406967163086,0.0,0.0,0.0,lag_discrimination,0.2,active,2,0.6942732334136963,0.13885465264320374,
physiology_only,1,4,['20251002_单01_ACT-8_翼云_J16_12#01__pilot_10035::context_end_0008'],['880137135556805d1ac5a2f6febca4fa4908d807c33d0a3fb001cb70fa961f2b'],0.21792776882648468,0.0,0.0,0.0,masked_reconstruction,1.0,active,74139,1.210091233253479,1.210091233253479,
