seed,method,epoch,train_loss,selection_loss,selection_role,improved,epochs_without_improvement,gradient_norm_before_clip,valid_query_count
17,chronaris_no_continuous_evolution,1,1.6194812059402466,1.5805511474609375,validation,True,0,0.4099855124950409,36864
17,chronaris_no_continuous_evolution,2,1.587312936782837,1.5563015937805176,validation,True,0,0.30855774879455566,36864
17,chronaris_no_continuous_evolution,3,1.5627979040145874,1.532610297203064,validation,True,0,0.32301461696624756,36864
17,chronaris_no_continuous_evolution,4,1.5380057096481323,1.508481502532959,validation,True,0,0.32806846499443054,36864
17,chronaris_no_continuous_evolution,5,1.5119513273239136,1.4851341247558594,validation,True,0,0.31315484642982483,36864
17,chronaris_no_continuous_evolution,6,1.4857783317565918,1.4628664255142212,validation,True,0,0.303835928440094,36864
17,chronaris_no_continuous_evolution,7,1.4607398509979248,1.4411523342132568,validation,True,0,0.308203786611557,36864
17,chronaris_no_continuous_evolution,8,1.4357659816741943,1.41950523853302,validation,True,0,0.31952041387557983,36864
17,chronaris_no_continuous_evolution,9,1.41169273853302,1.3980275392532349,validation,True,0,0.32147207856178284,36864
17,chronaris_no_continuous_evolution,10,1.3879128694534302,1.377212405204773,validation,True,0,0.3113434910774231,36864
17,chronaris_no_continuous_evolution,11,1.3642605543136597,1.3571134805679321,validation,True,0,0.2927212119102478,36864
17,chronaris_no_continuous_evolution,12,1.3450021743774414,1.3371853828430176,validation,True,0,0.28385990858078003,36864
17,chronaris_no_continuous_evolution,13,1.3238834142684937,1.3173816204071045,validation,True,0,0.2941170632839203,36864
17,chronaris_no_continuous_evolution,14,1.3059266805648804,1.298570156097412,validation,True,0,0.31661534309387207,36864
17,chronaris_no_continuous_evolution,15,1.286698579788208,1.281079649925232,validation,True,0,0.3409835398197174,36864
17,chronaris_no_continuous_evolution,16,1.2682886123657227,1.2638274431228638,validation,True,0,0.3518810272216797,36864
17,chronaris_no_continuous_evolution,17,1.2456464767456055,1.2457627058029175,validation,True,0,0.3452702760696411,36864
17,chronaris_no_continuous_evolution,18,1.2233771085739136,1.2258963584899902,validation,True,0,0.3345409631729126,36864
17,chronaris_no_continuous_evolution,19,1.2009503841400146,1.2045913934707642,validation,True,0,0.3294597268104553,36864
17,chronaris_no_continuous_evolution,20,1.177833914756775,1.1837871074676514,validation,True,0,0.3210411071777344,36864
17,chronaris_no_continuous_evolution,21,1.1570141315460205,1.1651538610458374,validation,True,0,0.30081063508987427,36864
17,chronaris_no_continuous_evolution,22,1.1337658166885376,1.1487183570861816,validation,True,0,0.28923407196998596,36864
17,chronaris_no_continuous_evolution,23,1.115415096282959,1.1316447257995605,validation,True,0,0.2883497476577759,36864
17,chronaris_no_continuous_evolution,24,1.0938962697982788,1.1146538257598877,validation,True,0,0.2697893977165222,36864
17,chronaris_no_continuous_evolution,25,1.0774253606796265,1.0980404615402222,validation,True,0,0.26661962270736694,36864
17,chronaris_no_continuous_evolution,26,1.0576311349868774,1.0816171169281006,validation,True,0,0.2651340663433075,36864
17,chronaris_no_continuous_evolution,27,1.0410674810409546,1.0640491247177124,validation,True,0,0.26621949672698975,36864
17,chronaris_no_continuous_evolution,28,1.0245423316955566,1.0471895933151245,validation,True,0,0.25852170586586,36864
17,chronaris_no_continuous_evolution,29,1.008499264717102,1.0340759754180908,validation,True,0,0.2694653272628784,36864
17,chronaris_no_continuous_evolution,30,0.9874478578567505,1.019820213317871,validation,True,0,0.2557561993598938,36864
17,chronaris_no_continuous_evolution,31,0.9729180932044983,1.0045472383499146,validation,True,0,0.2641769349575043,36864
17,chronaris_no_continuous_evolution,32,0.9573827385902405,0.991014301776886,validation,True,0,0.2631581425666809,36864
17,chronaris_no_continuous_evolution,33,0.9388620257377625,0.9774394631385803,validation,True,0,0.2418111115694046,36864
17,chronaris_no_continuous_evolution,34,0.9237210154533386,0.9637967944145203,validation,True,0,0.2426186054944992,36864
17,chronaris_no_continuous_evolution,35,0.9078449606895447,0.9532168507575989,validation,True,0,0.23051044344902039,36864
17,chronaris_no_continuous_evolution,36,0.8903950452804565,0.9420549273490906,validation,True,0,0.21653659641742706,36864
