method_name,epoch,step,batch_sample_ids,augmentation_ids,gradient_norm_before_clip,continuous_alignment_weight,physical_consistency_weight,causal_direction_weight,term_name,weight,status,count,raw_loss,weighted_loss,reason
physiology_only,1,1,"['g1_state_space__train_profile_000__trajectory_000__seed_100000__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_003__trajectory_018__seed_100018__clean_asynchronous::context_000.000']","['e9ec57a6b6d97ce23837f4ca479bc415b9a7f0a325f1f065ddefc30f6c3eb48b', 'a29dca1b795e0cf0f55a001e1c1834b6cf9d7105ef4637a3c20b183611e51125', '15aeead8857167dfe860ce0bbc9659d550ae5624ed1756f7489ae892b3e8443f', '81e9e5ddcd4dffe442adde695e2827ec61c76abe2bdac5747d9b5d24b66c5557']",0.7138693928718567,0.0,0.0,0.0,masked_reconstruction,1.0,active,4843,0.2541079819202423,0.2541079819202423,
physiology_only,1,1,"['g1_state_space__train_profile_000__trajectory_000__seed_100000__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_003__trajectory_018__seed_100018__clean_asynchronous::context_000.000']","['e9ec57a6b6d97ce23837f4ca479bc415b9a7f0a325f1f065ddefc30f6c3eb48b', 'a29dca1b795e0cf0f55a001e1c1834b6cf9d7105ef4637a3c20b183611e51125', '15aeead8857167dfe860ce0bbc9659d550ae5624ed1756f7489ae892b3e8443f', '81e9e5ddcd4dffe442adde695e2827ec61c76abe2bdac5747d9b5d24b66c5557']",0.7138693928718567,0.0,0.0,0.0,short_horizon_prediction,0.5,active,7206,0.2940412759780884,0.1470206379890442,
physiology_only,1,1,"['g1_state_space__train_profile_000__trajectory_000__seed_100000__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_003__trajectory_018__seed_100018__clean_asynchronous::context_000.000']","['e9ec57a6b6d97ce23837f4ca479bc415b9a7f0a325f1f065ddefc30f6c3eb48b', 'a29dca1b795e0cf0f55a001e1c1834b6cf9d7105ef4637a3c20b183611e51125', '15aeead8857167dfe860ce0bbc9659d550ae5624ed1756f7489ae892b3e8443f', '81e9e5ddcd4dffe442adde695e2827ec61c76abe2bdac5747d9b5d24b66c5557']",0.7138693928718567,0.0,0.0,0.0,lag_discrimination,0.2,active,8,0.694481611251831,0.13889633119106293,
physiology_only,1,2,"['g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_007__trajectory_042__seed_100042__clean_asynchronous::context_000.000']","['da77c5ee23d6a99e44a346db49fc60a306fddd1f81b56cea47e1096191a78202', '0e11b7ffb0d42a70659f8c3a4b8acaa39ebc792e52ce35c2455775f7f1073b79', '7e82e1204fb2d9bf21ee912f400a3a5d693595648a48db43523dd7a9fdcb6316', '96efafbaa5d8756a8f40c712656b8d394ecaaf4860ed5d2b68f204d135e170c4']",0.6474671363830566,0.0,0.0,0.0,masked_reconstruction,1.0,active,5171,0.3161528408527374,0.3161528408527374,
physiology_only,1,2,"['g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_007__trajectory_042__seed_100042__clean_asynchronous::context_000.000']","['da77c5ee23d6a99e44a346db49fc60a306fddd1f81b56cea47e1096191a78202', '0e11b7ffb0d42a70659f8c3a4b8acaa39ebc792e52ce35c2455775f7f1073b79', '7e82e1204fb2d9bf21ee912f400a3a5d693595648a48db43523dd7a9fdcb6316', '96efafbaa5d8756a8f40c712656b8d394ecaaf4860ed5d2b68f204d135e170c4']",0.6474671363830566,0.0,0.0,0.0,short_horizon_prediction,0.5,active,7206,0.35460856556892395,0.17730428278446198,
physiology_only,1,2,"['g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_007__trajectory_042__seed_100042__clean_asynchronous::context_000.000']","['da77c5ee23d6a99e44a346db49fc60a306fddd1f81b56cea47e1096191a78202', '0e11b7ffb0d42a70659f8c3a4b8acaa39ebc792e52ce35c2455775f7f1073b79', '7e82e1204fb2d9bf21ee912f400a3a5d693595648a48db43523dd7a9fdcb6316', '96efafbaa5d8756a8f40c712656b8d394ecaaf4860ed5d2b68f204d135e170c4']",0.6474671363830566,0.0,0.0,0.0,lag_discrimination,0.2,active,8,0.6951032876968384,0.1390206664800644,
vehicle_only,1,1,"['g1_state_space__train_profile_000__trajectory_000__seed_100000__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_003__trajectory_018__seed_100018__clean_asynchronous::context_000.000']","['e9ec57a6b6d97ce23837f4ca479bc415b9a7f0a325f1f065ddefc30f6c3eb48b', 'a29dca1b795e0cf0f55a001e1c1834b6cf9d7105ef4637a3c20b183611e51125', '15aeead8857167dfe860ce0bbc9659d550ae5624ed1756f7489ae892b3e8443f', '81e9e5ddcd4dffe442adde695e2827ec61c76abe2bdac5747d9b5d24b66c5557']",1.6023257970809937,0.0,0.0,0.0,masked_reconstruction,1.0,active,4843,0.3759704530239105,0.3759704530239105,
vehicle_only,1,1,"['g1_state_space__train_profile_000__trajectory_000__seed_100000__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_003__trajectory_018__seed_100018__clean_asynchronous::context_000.000']","['e9ec57a6b6d97ce23837f4ca479bc415b9a7f0a325f1f065ddefc30f6c3eb48b', 'a29dca1b795e0cf0f55a001e1c1834b6cf9d7105ef4637a3c20b183611e51125', '15aeead8857167dfe860ce0bbc9659d550ae5624ed1756f7489ae892b3e8443f', '81e9e5ddcd4dffe442adde695e2827ec61c76abe2bdac5747d9b5d24b66c5557']",1.6023257970809937,0.0,0.0,0.0,short_horizon_prediction,0.5,active,7206,0.4307093620300293,0.21535468101501465,
vehicle_only,1,1,"['g1_state_space__train_profile_000__trajectory_000__seed_100000__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_001__trajectory_006__seed_100006__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_002__trajectory_012__seed_100012__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_003__trajectory_018__seed_100018__clean_asynchronous::context_000.000']","['e9ec57a6b6d97ce23837f4ca479bc415b9a7f0a325f1f065ddefc30f6c3eb48b', 'a29dca1b795e0cf0f55a001e1c1834b6cf9d7105ef4637a3c20b183611e51125', '15aeead8857167dfe860ce0bbc9659d550ae5624ed1756f7489ae892b3e8443f', '81e9e5ddcd4dffe442adde695e2827ec61c76abe2bdac5747d9b5d24b66c5557']",1.6023257970809937,0.0,0.0,0.0,lag_discrimination,0.2,active,8,0.8111036419868469,0.16222073137760162,
vehicle_only,1,2,"['g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_007__trajectory_042__seed_100042__clean_asynchronous::context_000.000']","['da77c5ee23d6a99e44a346db49fc60a306fddd1f81b56cea47e1096191a78202', '0e11b7ffb0d42a70659f8c3a4b8acaa39ebc792e52ce35c2455775f7f1073b79', '7e82e1204fb2d9bf21ee912f400a3a5d693595648a48db43523dd7a9fdcb6316', '96efafbaa5d8756a8f40c712656b8d394ecaaf4860ed5d2b68f204d135e170c4']",1.37497079372406,0.0,0.0,0.0,masked_reconstruction,1.0,active,5171,0.38364535570144653,0.38364535570144653,
vehicle_only,1,2,"['g1_state_space__train_profile_004__trajectory_024__seed_100024__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_005__trajectory_030__seed_100030__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_006__trajectory_036__seed_100036__clean_asynchronous::context_000.000', 'g1_state_space__train_profile_007__trajectory_042__seed_100042__clean_asynchronous::context_000.000']","['da77c5ee23d6a99e44a346db49fc60a306fddd1f81b56cea47e1096191a78202', '0e11b7ffb0d42a70659f8c3a4b8acaa39ebc792e52ce35c2455775f7f1073b79', '7e82e1204fb2d9bf21ee912f400a3a5d693595648a48db43523dd7a9fdcb6316', '96efafbaa5d8756a8f40c712656b8d394ecaaf4860ed5d2b68f204d135e170c4']",1.37497079372406,0.0,0.0,0.0,short_horizon_prediction,0.5,active,7206,0.4593619406223297,0.22968097031116486,
