dataset,task,consumer,seed,fold,role,metric,fusion_method,best_single_value,fusion_value,fusion_gain,direction_normalized,status
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,balanced_accuracy,naive_time_sync,0.5288461538461539,0.5,-0.028846153846153855,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,balanced_accuracy,mult,0.5288461538461539,0.5288461538461539,0.0,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,balanced_accuracy,contiformer,0.5288461538461539,0.46153846153846156,-0.06730769230769229,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,balanced_accuracy,chronaris,0.5288461538461539,0.5,-0.028846153846153855,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,brier_score,naive_time_sync,0.2666665436028563,0.26665723090274934,9.312700106955951e-06,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,brier_score,mult,0.2666665436028563,0.4009411950580135,-0.1342746514551572,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,brier_score,contiformer,0.2666665436028563,0.34005261900435463,-0.07338607540149833,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,brier_score,chronaris,0.2666665436028563,1.732518521549079,-1.4658519779462227,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,ece_10_bins,naive_time_sync,0.13333297228547736,0.13325309911741623,7.987316806112865e-05,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,ece_10_bins,mult,0.13333297228547736,0.1250636993239738,0.008269272961503565,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,ece_10_bins,contiformer,0.13333297228547736,0.18944471213931158,-0.05611173985383422,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,ece_10_bins,chronaris,0.13333297228547736,0.8664261585248597,-0.7330931862393824,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,high_response_recall,naive_time_sync,0.25,0.0,-0.25,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,high_response_recall,mult,0.25,0.25,0.0,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,high_response_recall,contiformer,0.25,0.0,-0.25,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,high_response_recall,chronaris,0.25,1.0,0.75,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,macro_auprc,naive_time_sync,0.5227634458820061,0.4985613808911986,-0.02420206499080746,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,macro_auprc,mult,0.5227634458820061,0.5306327639650656,0.007869318083059573,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,macro_auprc,contiformer,0.5227634458820061,0.4984123096083236,-0.02435113627368246,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,macro_auprc,chronaris,0.5227634458820061,0.4688276041207552,-0.05393584176125088,higher_is_better,available
dingxin_existing_dual_stream,high_physiology_response_classification,linear,17,leave_one_sortie_out__fold01,held_out,macro_f1,naive_time_sync,0.52,0.4642857142857143,-0.055714285714285716,higher_is_better,available
