seed,method,epoch,train_loss,selection_loss,selection_role,improved,epochs_without_improvement,gradient_norm_before_clip,valid_query_count
17,physiology_only,1,1.919177770614624,1.7029633522033691,validation,True,0,3.7681829929351807,36864
17,physiology_only,2,1.6968618631362915,1.6229242086410522,validation,True,0,1.7222310304641724,36864
17,physiology_only,3,1.6251206398010254,1.586122989654541,validation,True,0,1.42647123336792,36864
17,physiology_only,4,1.6015260219573975,1.5612801313400269,validation,True,0,1.4608943462371826,36864
17,physiology_only,5,1.5805716514587402,1.5365900993347168,validation,True,0,1.559668779373169,36864
17,physiology_only,6,1.5508995056152344,1.5261199474334717,validation,True,0,1.0980020761489868,36864
17,physiology_only,7,1.5266871452331543,1.5285216569900513,validation,False,1,0.7385745048522949,36864
17,physiology_only,8,1.5127888917922974,1.5332918167114258,validation,False,2,0.719847559928894,36864
17,physiology_only,9,1.504947304725647,1.5371736288070679,validation,False,3,0.6861928105354309,36864
17,physiology_only,10,1.4994701147079468,1.5328832864761353,validation,False,4,0.8055737018585205,36864
17,physiology_only,11,1.4902502298355103,1.5191258192062378,validation,True,0,0.8482891321182251,36864
17,physiology_only,12,1.4772140979766846,1.5070459842681885,validation,True,0,0.5707846283912659,36864
17,physiology_only,13,1.4660321474075317,1.5026384592056274,validation,True,0,0.24086534976959229,36864
17,physiology_only,14,1.465134620666504,1.5016539096832275,validation,True,0,0.4188021123409271,36864
17,physiology_only,15,1.463129997253418,1.4989044666290283,validation,True,0,0.6197577118873596,36864
17,physiology_only,16,1.459348440170288,1.4948017597198486,validation,True,0,0.6354336738586426,36864
17,physiology_only,17,1.4491175413131714,1.4930881261825562,validation,True,0,0.4526573121547699,36864
17,physiology_only,18,1.440520167350769,1.4942256212234497,validation,False,1,0.3044734597206116,36864
17,physiology_only,19,1.4353861808776855,1.4952926635742188,validation,False,2,0.35171568393707275,36864
17,physiology_only,20,1.43147611618042,1.4927432537078857,validation,True,0,0.413796067237854,36864
17,physiology_only,21,1.426787257194519,1.484869360923767,validation,True,0,0.4375888705253601,36864
17,physiology_only,22,1.419857382774353,1.474328875541687,validation,True,0,0.3897896111011505,36864
17,physiology_only,23,1.4149645566940308,1.4649373292922974,validation,True,0,0.323874294757843,36864
17,physiology_only,24,1.4086966514587402,1.4592430591583252,validation,True,0,0.2880733907222748,36864
