seed,method,epoch,train_loss,selection_loss,selection_role,improved,epochs_without_improvement,gradient_norm_before_clip,valid_query_count
17,chronaris_no_corrected_physics,1,2.1680989265441895,1.7773869037628174,validation,True,0,10.674445152282715,36864
17,chronaris_no_corrected_physics,2,1.7536849975585938,1.6972647905349731,validation,True,0,4.508525848388672,36864
17,chronaris_no_corrected_physics,3,1.6449527740478516,1.6713528633117676,validation,True,0,2.513333797454834,36864
17,chronaris_no_corrected_physics,4,1.6010551452636719,1.615479826927185,validation,True,0,2.1501388549804688,36864
17,chronaris_no_corrected_physics,5,1.5516022443771362,1.544555902481079,validation,True,0,2.101992130279541,36864
17,chronaris_no_corrected_physics,6,1.498232364654541,1.4952402114868164,validation,True,0,1.7443108558654785,36864
17,chronaris_no_corrected_physics,7,1.4619636535644531,1.4731104373931885,validation,True,0,1.891682744026184,36864
17,chronaris_no_corrected_physics,8,1.436113953590393,1.4635852575302124,validation,True,0,1.8831760883331299,36864
17,chronaris_no_corrected_physics,9,1.4126479625701904,1.4504097700119019,validation,True,0,1.7622697353363037,36864
17,chronaris_no_corrected_physics,10,1.3772116899490356,1.4296588897705078,validation,True,0,1.512247920036316,36864
17,chronaris_no_corrected_physics,11,1.3461120128631592,1.4095083475112915,validation,True,0,0.9263959527015686,36864
17,chronaris_no_corrected_physics,12,1.3191969394683838,1.3920338153839111,validation,True,0,0.8721137046813965,36864
17,chronaris_no_corrected_physics,13,1.2977063655853271,1.3662782907485962,validation,True,0,1.2486648559570312,36864
17,chronaris_no_corrected_physics,14,1.27028489112854,1.3365118503570557,validation,True,0,1.1405531167984009,36864
17,chronaris_no_corrected_physics,15,1.2382205724716187,1.312490701675415,validation,True,0,0.7002083659172058,36864
17,chronaris_no_corrected_physics,16,1.2076352834701538,1.287800669670105,validation,True,0,0.7619459629058838,36864
17,chronaris_no_corrected_physics,17,1.1828824281692505,1.2549822330474854,validation,True,0,0.9603632688522339,36864
17,chronaris_no_corrected_physics,18,1.1548395156860352,1.2212697267532349,validation,True,0,0.8221225142478943,36864
17,chronaris_no_corrected_physics,19,1.1288695335388184,1.1947163343429565,validation,True,0,0.7524710297584534,36864
